Date,DIA,GS.N,NKE.N,CSCO.OQ,JPM.N,DIS.N,INTC.OQ,MRK.N,CVX.N,AXP.N,VZ.N,HD.N,WBA.OQ,MCD.N,UNH.N,KO.N,JNJ.N,MSFT.OQ,HON.OQ,CRM.N,PG.N,IBM.N,MMM.N,AAPL.OQ,WMT.N,CAT.N,AMGN.OQ,V.N,TRV.N,BA.N
2022-03-29,352.97,339.66,139.14,55.67,141.18,142.38,52.25,81.57,164.32,190.94,51.25,317.71,47.82,248.17,510.73,62.16,177.74,315.41,197.54,221.29,155.46,131.94,152.08,178.96,147.23,221.04,241.54,228.12,183.81,193.8
2022-03-30,352.12,335.59,138.54,56.05,140.54,140.96,51.43,82.4,165.48,189.76,51.61,308.46,47.46,249.03,520.82,62.21,179.59,313.86,196.54,214.94,154.39,132.13,151.43,177.77,149.87,223.08,242.57,223.95,185.55,194.91
2022-03-31,346.83,330.1,134.56,55.76,136.32,137.16,49.56,82.05,162.83,187.0,50.94,299.33,44.77,247.28,509.97,62.0,177.23,308.31,194.58,212.32,152.8,130.02,148.88,174.61,148.92,222.82,241.82,221.77,182.73,191.5
2022-04-01,348.01,330.22,133.52,55.66,135.31,137.0,48.11,83.52,164.22,187.17,52.12,301.89,43.86,249.25,512.59,62.87,178.19,309.42,196.03,212.25,155.09,130.15,149.69,174.31,151.01,219.77,243.12,226.36,185.25,190.76
2022-04-04,349.24,328.21,134.34,55.87,135.91,138.58,49.2,83.49,164.37,187.66,52.46,305.58,43.4,246.83,510.02,62.54,176.47,314.97,196.07,218.85,154.08,130.27,149.53,178.44,151.04,220.81,244.87,227.74,181.82,191.18
2022-04-05,346.34,323.96,132.3,54.92,133.34,135.62,48.13,83.72,163.36,185.4,52.78,304.86,43.49,248.51,517.76,62.47,177.61,310.88,193.63,210.14,154.62,128.89,148.9,175.06,151.47,216.02,244.56,226.09,181.39,182.65
2022-04-06,344.75,316.26,128.36,54.37,131.49,132.57,47.54,84.97,164.81,183.71,53.2,298.54,44.31,251.46,531.75,63.1,182.23,299.5,193.62,200.82,156.83,129.39,150.3,171.83,154.99,216.21,249.93,219.01,182.58,178.72
2022-04-07,345.97,314.15,129.38,54.63,131.09,131.87,47.56,86.8,167.1,182.39,52.67,302.75,45.11,254.36,536.95,63.44,181.76,301.37,192.7,200.16,158.86,128.55,149.95,172.14,156.54,215.9,251.64,216.15,182.09,177.97
2022-04-08,347.37,321.39,128.15,54.28,133.49,131.87,47.02,87.68,169.93,183.7,53.53,311.11,45.42,251.46,545.96,63.83,182.12,296.97,190.16,197.17,160.1,127.73,149.81,170.09,157.41,217.03,252.02,216.98,184.86,175.2
2022-04-11,343.2,320.76,124.98,52.88,133.0,130.65,46.57,86.63,165.56,177.57,53.9,306.72,44.43,250.45,537.44,63.81,179.84,285.26,189.27,195.45,159.49,126.37,150.12,165.75,154.29,216.05,250.87,214.75,185.64,175.03
2022-04-12,342.22,319.78,125.04,51.82,131.54,130.84,46.5,85.63,169.01,175.54,53.67,306.29,44.23,249.17,533.71,64.56,179.9,282.06,190.99,194.81,159.01,125.98,148.58,167.66,153.23,216.7,250.04,211.4,184.94,176.28
2022-04-13,345.76,321.97,127.49,52.15,127.3,132.35,47.01,86.13,171.67,179.59,54.14,310.42,44.6,251.33,537.0,64.73,180.66,287.62,194.85,195.72,159.46,126.14,148.66,170.4,157.22,218.27,253.51,213.27,183.71,182.87
2022-04-14,344.29,321.64,133.46,51.17,126.12,130.47,45.67,86.91,171.59,181.16,53.83,304.52,44.81,250.51,534.82,65.02,179.9,279.83,195.19,189.41,158.57,126.56,147.38,165.29,157.08,227.81,254.02,212.79,184.24,181.94
2022-04-18,344.1,329.88,131.63,51.11,128.46,127.77,46.64,86.07,173.89,184.48,53.39,300.21,44.5,251.06,534.08,64.44,177.66,280.52,192.07,187.01,157.06,126.17,146.18,165.07,155.88,229.92,251.93,213.17,185.22,179.85
2022-04-19,349.12,335.95,137.05,51.83,131.12,131.9,47.93,85.79,171.83,187.17,53.75,307.8,45.6,255.4,537.7,65.07,183.08,285.3,197.2,191.39,159.41,129.15,150.1,167.4,157.65,232.16,253.37,215.7,176.16,185.98
2022-04-20,351.53,341.06,135.87,53.02,131.58,124.57,48.11,86.46,172.53,188.46,54.41,315.14,46.54,255.85,546.01,65.96,183.89,286.36,196.34,186.23,163.65,138.32,150.59,167.23,159.63,235.08,255.38,217.79,177.71,183.55
2022-04-21,347.71,334.3,135.46,52.78,130.56,121.66,47.5,86.23,164.58,185.74,55.01,310.36,46.81,255.25,537.44,66.21,183.36,280.81,195.94,177.23,162.61,139.85,151.77,166.42,159.87,232.57,255.46,216.45,176.26,181.02
2022-04-22,338.27,319.77,129.07,51.36,126.81,118.27,46.54,84.59,160.95,180.54,51.91,300.11,45.54,250.17,520.94,65.25,181.54,274.03,190.63,171.43,161.25,138.25,149.17,161.79,156.86,216.3,250.35,208.17,173.11,176.92
2022-04-25,340.56,321.42,127.94,51.94,126.77,119.95,47.06,85.44,157.49,184.1,50.28,304.94,45.39,252.88,524.27,65.94,186.01,280.72,191.82,174.57,162.55,139.1,148.6,162.88,156.94,216.7,252.17,209.95,174.44,175.91
2022-04-26,332.45,313.12,120.52,50.9,123.02,115.77,45.52,84.48,156.53,178.65,49.41,299.96,44.87,248.58,513.78,65.05,184.68,270.22,187.67,170.08,159.79,136.19,144.22,156.8,155.3,210.3,249.87,201.1,172.66,167.04
2022-04-27,333.03,313.23,121.24,49.31,121.42,115.21,45.22,84.41,156.24,177.63,48.46,301.6,44.23,247.14,513.81,65.56,182.1,283.22,186.35,174.68,159.36,135.06,144.21,156.57,154.24,213.96,248.79,214.11,173.55,154.46
2022-04-28,339.29,318.41,127.05,50.63,123.34,115.29,46.84,88.58,161.79,181.98,48.4,311.76,44.53,254.19,524.42,66.19,183.46,289.63,189.92,185.74,163.41,135.74,147.14,163.64,156.21,212.44,238.13,220.66,174.5,154.22
2022-04-29,329.69,305.49,124.7,48.98,119.36,111.63,43.59,88.69,156.67,174.71,46.3,300.4,42.4,249.16,508.55,64.61,180.46,277.52,193.51,175.94,160.55,132.21,144.22,157.65,152.99,210.54,233.19,213.13,171.06,148.84
2022-05-02,330.74,310.42,126.08,49.86,120.45,113.5,44.96,87.65,159.75,171.62,46.23,306.97,42.52,246.64,501.15,63.44,178.64,284.47,196.87,177.57,158.38,133.04,145.91,157.96,151.98,212.07,230.92,211.53,170.09,148.61
2022-05-03,331.25,314.66,122.86,49.92,123.03,113.55,45.06,87.1,162.49,172.11,47.17,304.96,42.94,245.87,499.62,63.08,178.29,281.78,197.04,178.36,156.21,132.52,148.08,159.48,152.51,213.62,232.19,208.56,171.76,153.58
2022-05-04,340.59,324.11,126.06,51.58,127.1,116.19,46.54,88.52,167.59,177.82,48.37,315.31,44.46,254.32,507.62,65.03,180.2,289.98,205.85,185.48,157.36,137.4,154.23,166.02,154.62,222.59,236.1,214.52,175.45,156.97
2022-05-05,330.24,313.07,118.63,49.61,123.92,112.61,44.6,88.01,166.26,171.01,47.84,299.11,43.78,248.92,494.72,64.51,176.76,277.35,197.87,172.3,154.46,135.92,149.46,156.77,152.74,215.93,234.35,205.24,172.01,150.47
2022-05-06,329.07,312.96,114.49,49.33,123.72,110.29,44.3,88.39,170.69,167.15,48.27,294.31,43.99,250.78,499.62,64.74,176.37,274.73,195.43,169.7,156.0,137.67,149.53,157.28,149.56,214.65,236.5,202.82,171.64,148.9
2022-05-09,322.6,308.89,111.21,48.96,121.86,106.98,43.07,87.64,159.25,161.02,48.62,297.03,43.85,247.49,486.42,64.61,177.33,264.58,193.96,163.6,155.61,134.44,152.38,152.06,151.31,206.29,239.24,193.0,171.92,133.31
2022-05-10,321.83,305.06,109.49,49.55,118.89,107.68,44.01,87.81,160.78,161.83,48.13,291.16,43.31,245.68,488.01,64.01,177.09,269.5,194.77,167.15,154.79,129.13,149.12,154.51,149.18,202.99,240.71,193.58,172.99,132.95
2022-05-11,318.46,301.55,107.92,48.65,118.14,105.21,42.83,89.19,163.16,159.39,47.88,282.96,43.35,244.43,486.15,64.31,176.13,260.55,192.02,161.27,152.61,130.75,146.41,146.5,147.62,205.21,240.64,196.72,172.38,129.39
2022-05-12,317.64,299.41,107.9,48.29,118.04,104.31,42.84,90.83,164.71,153.27,48.06,289.69,43.16,244.19,478.8,64.51,177.87,255.35,192.92,160.42,151.99,132.9,149.59,142.56,147.48,203.03,244.72,193.97,173.37,123.14
2022-05-13,322.23,306.99,113.01,49.56,119.09,107.33,43.6,90.41,167.87,158.75,48.18,296.03,43.55,245.04,485.4,65.72,176.85,261.12,193.53,166.91,153.62,133.6,149.3,147.11,148.05,204.33,243.4,199.23,172.78,127.2
2022-05-16,322.78,303.44,112.6,49.0,118.26,105.18,43.08,92.32,173.01,156.43,49.04,295.99,44.15,244.04,489.22,65.96,178.08,261.5,193.96,164.12,155.12,135.03,150.5,145.54,148.21,207.19,243.87,197.81,174.5,124.05
2022-05-17,327.1,312.97,115.9,50.6,122.18,108.64,44.4,93.0,174.03,161.85,48.94,300.95,44.94,241.63,492.53,65.78,178.82,266.82,199.06,163.73,154.68,138.37,152.34,149.24,131.35,213.09,245.35,204.0,177.39,132.05
2022-05-18,315.55,306.73,109.37,48.36,120.09,104.3,42.35,92.1,168.06,156.1,48.89,285.18,41.17,231.05,471.38,61.2,175.5,254.08,193.87,157.33,145.04,132.94,148.93,140.82,122.43,207.94,243.96,199.99,174.32,125.52
2022-05-19,313.18,308.2,106.44,41.72,118.31,103.14,42.01,92.09,166.86,154.0,49.1,287.76,40.61,229.0,478.55,60.0,173.94,253.14,192.65,155.6,141.7,129.66,146.96,137.35,119.07,206.76,244.77,197.37,169.3,127.14
2022-05-20,312.42,306.8,108.0,42.94,117.34,102.42,41.65,93.55,167.82,153.24,49.53,287.19,40.96,233.91,485.73,60.98,176.98,252.56,189.75,159.65,141.79,128.48,143.83,137.59,119.2,197.82,247.5,199.03,168.24,120.7
2022-05-23,318.84,316.61,108.63,43.35,124.6,105.83,42.0,93.83,171.72,159.04,49.67,286.03,42.15,238.0,492.08,62.86,179.44,260.65,189.58,160.32,145.05,131.17,144.38,143.11,122.6,204.15,249.04,207.56,172.1,124.07
2022-05-24,319.39,313.95,107.29,43.77,126.36,101.59,41.67,94.64,172.64,155.63,50.68,287.92,42.08,244.52,497.56,64.02,181.4,259.62,189.96,156.93,147.63,133.8,145.75,140.36,124.13,205.65,251.89,202.63,173.91,119.4
2022-05-25,321.28,314.9,108.2,44.0,127.24,103.26,42.2,93.75,175.41,160.51,51.24,293.57,42.46,244.01,498.09,64.07,179.62,262.52,190.44,159.65,145.21,134.39,145.79,140.52,123.37,209.31,253.01,203.84,173.59,122.06
2022-05-26,326.45,323.63,112.94,44.99,129.44,105.61,43.48,92.31,176.59,165.37,50.99,302.81,43.04,248.09,502.23,64.3,179.46,265.9,193.1,162.46,146.48,136.89,147.04,143.78,126.0,212.99,253.05,208.55,174.87,127.73
2022-05-27,332.07,328.58,115.99,45.62,131.27,109.32,44.55,93.08,178.28,169.6,51.4,308.46,43.71,251.87,507.11,64.68,181.09,273.24,196.35,165.1,148.72,139.27,149.51,149.64,128.48,217.14,255.26,212.88,177.83,132.23
2022-05-31,330.2,326.85,118.85,45.05,132.23,110.44,44.42,92.03,174.66,168.82,51.29,302.75,43.83,252.21,496.78,63.38,179.53,271.87,193.62,160.24,147.88,138.84,149.29,148.84,128.63,215.85,256.74,212.17,179.04,131.4
2022-06-01,328.36,321.85,118.68,45.23,129.91,109.19,44.11,91.14,176.32,165.76,51.4,297.19,43.26,249.28,492.55,63.07,177.71,272.42,191.91,176.07,145.64,139.43,146.42,148.71,125.45,217.57,253.42,209.93,176.29,130.65
2022-06-02,332.77,324.25,123.41,45.79,132.0,110.87,44.84,90.0,176.0,169.14,51.29,305.87,43.43,250.38,492.26,63.73,177.15,274.58,197.04,188.4,147.21,140.15,148.18,151.21,127.51,220.0,248.28,215.05,178.06,140.5
2022-06-03,329.35,318.68,120.95,45.25,130.16,108.67,43.39,89.91,177.6,166.83,50.81,305.08,43.14,248.36,485.61,62.97,176.42,270.02,194.82,184.91,145.89,141.18,145.97,145.38,125.32,222.9,248.45,212.65,174.19,139.25
2022-06-06,329.45,320.51,120.23,45.33,129.73,107.83,43.34,89.84,176.83,167.02,51.24,303.89,43.39,248.07,490.18,62.87,176.4,268.75,195.19,182.87,145.32,142.88,146.21,146.14,124.87,223.63,245.44,212.94,176.98,139.24
2022-06-07,332.17,321.51,121.67,45.57,130.07,107.79,43.53,90.48,180.2,168.69,51.65,301.77,43.0,248.94,497.1,63.25,178.34,272.5,197.62,187.15,146.94,142.78,146.87,148.71,123.37,227.1,246.41,214.5,178.64,140.82
2022-06-08,329.38,314.68,122.4,44.92,128.0,107.34,41.23,89.48,181.13,165.96,51.55,297.53,42.6,245.61,493.53,62.89,177.28,270.41,194.52,189.19,145.11,140.83,145.42,147.96,122.3,229.8,245.48,213.5,175.97,139.63
2022-06-09,323.0,304.22,118.6,44.26,125.31,103.3,40.01,88.0,177.52,160.98,50.94,299.86,41.72,242.16,489.43,61.8,173.71,264.79,192.01,187.11,142.49,137.96,144.18,142.64,121.02,223.67,241.75,206.11,171.53,133.73
2022-06-10,314.37,287.02,114.73,43.49,119.55,99.4,39.18,87.18,175.4,154.42,50.82,289.24,41.54,237.38,484.63,61.41,172.55,252.99,186.28,178.45,141.95,136.19,137.65,137.13,121.7,215.18,240.01,199.51,169.3,127.0
2022-06-13,305.58,283.32,110.44,43.24,115.99,95.71,37.77,85.0,167.33,146.29,49.59,283.16,40.28,238.47,469.7,61.34,170.81,242.26,184.42,166.03,138.15,135.11,136.37,131.88,119.41,206.88,236.77,192.26,167.71,115.86
2022-06-14,304.3,282.54,110.72,42.91,114.06,94.22,37.93,84.5,167.55,144.6,49.16,278.67,40.2,238.76,461.75,59.23,168.19,244.49,183.28,164.45,133.84,135.72,135.25,132.76,119.46,206.69,235.7,193.52,166.31,122.16
2022-06-15,307.23,290.07,113.44,43.8,115.41,95.88,38.65,84.63,164.26,146.22,49.15,279.73,40.73,238.9,464.33,59.67,169.99,251.76,184.97,168.55,132.51,137.06,134.33,135.43,119.38,206.0,235.58,196.16,165.54,133.72
2022-06-16,299.9,284.98,107.12,43.32,113.43,94.28,37.34,84.89,155.48,137.5,48.84,273.46,39.67,235.19,456.09,59.07,170.08,244.97,179.88,159.85,133.32,135.67,130.94,130.06,120.62,194.79,230.71,189.05,161.38,133.36
2022-06-17,298.72,279.79,107.34,43.39,113.03,94.34,36.97,84.62,148.38,144.18,49.03,270.73,39.32,234.38,452.06,59.43,169.46,247.65,179.7,163.26,132.36,135.02,129.84,131.56,118.29,192.64,234.72,190.01,161.88,136.8
2022-06-21,305.29,284.81,108.68,44.14,115.83,93.29,37.73,88.03,154.59,144.76,50.65,269.2,40.1,239.59,480.32,60.7,173.01,253.74,180.51,166.83,136.37,137.85,130.01,135.87,122.17,196.37,238.41,194.39,162.63,136.75
2022-06-22,304.61,284.54,104.92,43.57,115.18,93.5,37.38,89.16,147.87,144.39,50.79,268.98,40.45,243.06,489.68,61.15,175.74,253.13,177.73,167.45,138.5,137.08,130.4,135.35,120.69,187.83,240.14,193.82,163.15,137.16
2022-06-23,306.74,286.17,108.0,42.93,113.92,94.3,37.41,92.0,142.43,141.65,52.09,275.42,40.89,243.58,499.81,61.88,179.66,258.86,174.57,173.05,142.3,138.44,130.15,138.27,123.62,178.67,243.09,196.64,159.77,133.97
2022-06-24,315.02,302.75,112.91,44.1,117.32,97.78,38.61,93.13,144.77,146.15,50.96,283.0,41.65,247.9,495.64,63.04,182.29,267.7,180.02,185.92,144.35,142.06,134.33,141.66,123.72,185.49,245.37,205.51,166.72,141.53
2022-06-27,314.36,300.78,110.5,43.77,116.38,96.61,38.63,94.41,147.57,144.29,50.96,282.69,42.19,247.03,505.66,62.91,182.12,264.89,178.29,181.31,143.25,142.8,132.8,141.66,124.12,187.59,244.85,203.56,167.49,138.72
2022-06-28,309.34,299.49,102.78,43.06,115.82,95.92,37.78,91.89,149.94,142.19,50.46,270.15,40.96,242.83,508.44,62.28,176.94,256.48,175.95,171.46,140.92,141.86,130.33,137.44,122.37,187.44,243.51,198.12,167.47,138.7
2022-06-29,310.05,303.28,103.25,42.88,115.3,95.65,37.29,92.51,146.98,139.47,50.94,273.87,40.87,247.74,515.71,62.73,176.99,260.26,173.2,170.61,142.2,140.71,129.77,139.23,121.92,183.48,245.43,199.5,165.8,138.45
2022-06-30,307.82,297.02,102.2,42.64,112.61,94.4,37.41,91.17,144.78,138.62,50.75,274.27,37.9,246.88,513.63,62.91,177.51,256.83,173.81,165.04,143.79,141.19,129.41,136.72,121.58,178.76,243.3,196.89,169.13,136.72
2022-07-01,310.85,299.23,101.18,42.6,114.05,96.14,36.34,92.42,146.51,140.4,51.64,279.08,38.56,252.96,517.4,64.38,179.52,259.58,175.11,168.2,146.11,141.12,128.49,138.93,122.63,178.29,245.55,199.18,171.18,139.84
2022-07-05,309.71,297.2,104.32,41.96,112.62,97.18,36.69,92.64,142.66,139.65,51.42,283.73,38.51,252.29,505.24,63.28,178.14,262.85,172.09,172.2,144.7,137.62,129.21,141.56,124.25,173.76,246.73,200.54,167.2,137.7
2022-07-06,310.41,293.76,104.23,42.69,111.89,96.08,36.99,93.13,140.78,138.15,51.51,283.58,37.78,251.46,515.29,63.41,178.3,266.21,173.21,172.73,146.05,138.08,129.84,142.92,125.13,172.31,245.25,201.12,169.9,136.31
2022-07-07,313.95,298.6,108.13,43.22,114.72,97.43,38.14,93.01,143.52,141.03,50.71,286.69,38.21,252.94,514.38,62.91,178.5,268.4,173.79,176.64,146.0,140.83,130.05,146.35,125.32,180.28,247.42,202.8,169.63,139.97
2022-07-08,313.46,296.47,107.93,43.39,114.36,95.86,37.99,92.78,142.77,141.76,50.49,286.47,37.55,253.24,518.63,63.14,178.28,267.66,173.34,175.5,145.02,140.47,128.72,147.04,125.4,179.1,248.48,203.57,169.0,139.07
2022-07-11,311.7,293.18,105.11,43.25,112.86,93.64,37.2,94.3,141.51,140.58,50.5,286.39,37.43,253.28,516.95,62.94,178.35,264.51,172.84,174.36,146.04,141.0,129.01,144.87,125.45,175.02,247.78,205.06,168.52,136.99
2022-07-12,309.97,292.53,103.76,42.86,112.97,93.6,37.21,93.6,138.92,139.18,50.78,285.12,37.97,251.48,514.42,62.67,175.85,253.67,173.61,166.33,144.75,139.18,130.2,145.86,125.07,174.49,246.97,204.82,165.28,147.15
2022-07-13,307.75,290.15,105.11,42.7,111.91,92.94,37.21,93.77,137.99,139.4,50.51,287.18,37.24,252.67,501.24,62.38,175.44,252.72,170.87,163.49,145.7,137.18,128.37,145.49,125.37,173.87,247.09,204.15,163.32,143.95
2022-07-14,306.4,281.59,103.22,42.33,108.0,91.84,37.71,93.88,135.94,136.48,50.49,289.48,36.86,252.6,502.43,62.18,175.68,254.08,169.51,161.04,145.27,139.06,128.31,148.47,127.82,169.94,245.59,205.91,155.68,147.15
2022-07-15,312.66,293.87,104.7,43.07,112.95,95.2,38.62,94.96,137.65,142.48,51.02,292.41,38.03,255.01,529.75,62.5,178.23,256.72,172.8,167.38,145.07,139.92,130.13,150.17,129.07,173.38,248.69,210.04,156.18,147.74
2022-07-18,310.65,301.26,103.94,42.6,111.79,95.7,38.71,92.34,139.58,142.33,50.28,293.05,38.32,252.42,519.37,61.65,174.23,254.25,170.95,167.89,143.31,138.13,128.91,147.07,128.77,173.49,243.84,207.21,154.99,147.72
2022-07-19,318.11,318.05,109.19,44.03,114.56,99.61,40.22,92.36,144.61,147.78,50.45,299.83,38.6,256.5,533.45,62.53,171.69,259.53,177.23,173.81,144.04,130.88,132.13,151.0,129.56,179.49,247.32,213.66,158.35,156.13
2022-07-20,318.74,321.45,111.11,44.13,114.54,103.35,40.56,89.65,146.52,148.93,49.07,302.3,38.92,254.58,519.47,61.5,170.71,262.27,178.26,182.45,141.55,129.18,133.01,153.04,130.64,179.97,246.63,213.37,158.2,158.38
2022-07-21,320.41,326.54,111.62,44.58,115.32,104.18,40.61,90.14,145.4,150.18,47.66,305.0,38.46,253.47,522.46,61.36,171.31,264.84,180.03,185.35,140.77,127.15,133.95,155.35,132.55,180.99,245.78,216.19,156.83,161.41
2022-07-22,319.06,323.93,109.12,44.46,114.76,102.72,39.2,90.11,144.19,153.01,44.45,306.59,38.66,253.99,521.41,61.59,172.12,260.36,181.47,182.47,143.02,128.25,134.12,154.09,132.21,178.62,245.95,213.7,156.42,158.16
2022-07-25,319.96,324.12,109.28,44.34,115.22,102.69,39.16,90.53,148.48,153.79,44.76,306.15,38.75,250.38,529.47,62.19,172.46,258.83,181.26,177.29,143.99,128.54,134.12,152.95,132.02,181.81,248.72,214.27,159.98,156.64
2022-07-26,317.54,318.55,105.2,43.83,113.42,99.78,38.96,91.29,147.32,149.83,44.92,298.18,38.85,257.09,531.59,63.21,173.68,251.9,181.42,170.46,144.27,128.08,140.75,151.6,121.98,181.23,251.14,212.49,160.86,155.92
2022-07-27,322.01,324.54,107.86,44.64,115.24,103.5,40.18,91.23,149.26,151.63,44.91,298.91,39.22,258.89,534.61,63.01,173.2,268.74,183.66,180.3,145.64,129.12,138.86,156.79,126.59,185.25,251.72,210.47,158.96,156.09
2022-07-28,325.23,329.11,112.23,45.62,114.81,104.9,39.71,89.94,150.39,152.14,45.55,299.63,39.44,263.46,541.49,64.06,174.2,276.41,190.44,181.29,148.06,129.22,140.37,157.35,129.75,187.84,249.75,211.35,155.74,159.09
2022-07-29,328.66,333.39,114.92,45.37,115.36,106.1,36.31,89.34,163.78,154.02,46.19,300.94,39.62,263.37,542.34,64.17,174.52,280.74,192.46,184.02,138.91,130.79,143.24,162.51,132.05,198.25,247.47,212.11,158.7,159.31
2022-08-01,328.04,332.08,114.3,45.28,114.21,106.22,36.96,88.53,160.51,153.33,46.26,305.82,39.89,264.23,535.38,64.52,173.91,278.01,191.99,182.98,142.9,132.04,143.36,161.51,132.54,194.86,245.64,211.36,156.27,169.07
2022-08-02,324.04,327.88,111.77,44.92,112.43,104.71,36.01,87.61,159.14,151.6,45.34,300.71,39.05,261.05,535.46,63.64,172.92,274.82,189.12,183.79,141.95,131.81,141.75,160.01,132.68,183.51,243.91,206.26,156.71,163.28
2022-08-03,328.16,333.17,114.28,45.71,113.61,109.02,36.52,87.62,155.36,155.43,45.33,306.37,39.19,262.09,540.65,63.92,174.59,282.47,191.5,189.65,144.88,132.34,143.49,166.13,130.5,182.87,247.14,208.48,158.12,166.64
2022-08-04,327.36,331.87,114.48,45.38,112.36,108.12,35.66,86.82,151.14,156.87,44.43,307.17,38.98,260.64,533.75,63.67,171.79,283.65,192.44,191.27,144.65,131.64,148.12,165.81,125.57,183.64,246.98,213.47,157.7,166.5
2022-08-05,327.97,334.67,113.87,45.01,115.76,106.63,35.39,87.41,153.64,157.51,44.95,309.69,38.99,259.23,535.06,63.38,171.11,282.91,192.27,190.17,144.72,132.48,147.41,165.35,126.58,185.39,246.25,215.87,158.96,165.04
2022-08-08,328.42,334.68,114.0,45.02,114.35,109.11,35.38,88.49,153.41,157.28,44.54,311.97,39.48,256.8,536.6,62.97,170.2,280.32,193.97,189.75,145.27,132.61,148.48,164.87,127.61,185.81,247.29,213.32,159.98,165.89
2022-08-09,327.91,336.62,110.11,44.92,115.38,108.13,34.52,89.52,155.41,158.8,44.68,305.21,39.13,260.06,537.26,63.05,170.18,282.3,194.09,182.24,144.93,129.47,147.84,164.92,128.87,186.03,248.36,210.26,162.92,164.85
2022-08-10,333.2,347.91,113.14,46.02,118.39,112.43,35.37,89.19,155.82,162.44,44.84,311.58,39.9,261.36,537.72,63.65,170.67,289.16,197.23,188.61,146.3,131.5,149.38,169.24,129.14,190.72,252.09,212.1,165.01,169.02
2022-08-11,333.71,351.68,114.1,45.9,120.14,117.69,35.59,88.93,159.62,162.99,44.78,310.69,40.07,259.28,532.86,63.22,167.14,287.02,198.51,186.73,145.26,132.54,149.66,168.49,129.82,194.0,248.35,211.08,168.81,167.88
2022-08-12,337.83,353.82,116.07,46.61,122.13,121.57,36.11,91.02,159.85,165.84,45.15,314.89,40.59,262.18,543.7,63.7,165.3,291.91,200.87,189.89,146.67,134.01,152.24,172.1,132.22,196.84,248.39,211.33,171.56,169.99
2022-08-15,339.37,355.85,116.32,46.59,122.46,124.26,36.34,90.6,156.81,165.4,45.56,314.61,41.07,265.44,544.64,64.5,166.09,293.47,202.25,191.06,148.56,134.93,151.43,173.19,132.6,195.95,251.08,216.42,172.16,170.47
2022-08-16,341.74,354.97,118.06,46.77,123.63,124.96,36.19,90.59,156.41,165.35,45.8,327.38,42.04,266.29,546.12,65.03,167.57,292.71,203.67,189.59,149.93,136.56,150.26,173.03,139.37,197.52,253.15,217.14,173.52,172.08
2022-08-17,340.2,353.74,117.04,46.66,122.59,122.81,35.78,91.04,157.7,163.9,45.34,325.76,40.87,266.82,545.0,64.88,167.58,291.32,202.78,187.96,149.24,137.79,147.43,174.55,139.52,195.93,250.58,214.52,173.96,167.2
2022-08-18,340.58,354.52,116.01,49.37,121.64,122.67,36.2,91.4,159.02,164.65,44.19,325.21,38.24,266.58,545.22,65.22,166.77,290.17,203.72,187.93,149.77,139.07,146.68,174.15,139.07,197.35,249.7,215.25,174.11,168.69
2022-08-19,337.04,349.27,113.16,48.7,118.63,120.14,35.38,92.08,157.69,162.24,44.42,321.32,38.22,266.54,548.32,65.17,169.31,286.15,201.56,183.77,149.73,138.37,145.2,171.52,137.02,195.6,250.86,212.82,172.64,162.92
2022-08-22,330.76,342.42,110.34,47.71,116.67,115.94,33.84,91.16,156.9,157.7,44.17,312.21,37.31,262.95,544.57,64.2,167.59,277.75,197.84,176.98,149.33,135.55,141.59,167.57,134.57,191.76,246.9,208.61,169.14,158.98
2022-08-23,329.11,340.18,110.68,47.41,115.52,114.86,33.95,90.2,161.99,157.33,43.47,306.9,37.44,260.54,535.8,64.27,166.13,276.44,197.55,176.0,146.45,134.74,141.75,167.23,134.0,197.21,244.47,206.8,168.29,160.07
2022-08-24,329.86,341.94,111.41,47.07,115.8,116.41,33.86,90.01,163.19,159.13,43.55,308.11,36.77,260.86,536.46,64.36,165.58,275.79,197.79,180.01,145.82,133.23,141.04,167.53,134.97,194.16,244.49,206.67,168.49,163.6
2022-08-25,333.15,346.49,113.22,47.27,118.55,117.46,34.89,90.27,164.62,162.23,43.74,309.78,36.8,262.56,541.57,64.67,167.13,278.85,200.43,173.91,145.7,133.98,142.76,170.03,135.87,198.88,245.68,209.82,168.98,169.38
2022-08-26,322.93,336.4,108.28,45.89,114.67,114.07,33.36,89.26,163.41,157.31,43.25,298.1,36.0,256.95,529.25,63.11,164.27,268.09,193.06,165.23,142.29,130.38,129.14,163.62,131.6,191.92,240.65,202.89,166.84,164.53
2022-08-29,321.1,333.92,107.88,45.71,114.39,113.53,32.94,87.59,164.63,154.54,43.33,296.32,35.96,255.66,529.77,62.73,163.0,265.23,192.42,160.21,141.69,130.31,126.44,161.38,132.88,191.78,239.38,202.33,165.36,165.42
2022-08-30,318.04,333.63,107.86,45.24,114.41,112.43,32.26,86.88,160.62,154.66,42.53,293.1,35.18,253.49,522.84,62.15,162.43,262.97,190.7,159.67,140.18,129.58,124.86,158.91,132.48,186.94,239.12,201.38,163.46,162.21
2022-08-31,315.65,332.67,106.45,44.72,113.73,112.08,31.92,85.36,158.06,152.0,41.81,288.42,35.06,252.28,519.33,61.71,161.34,261.47,189.35,156.12,137.94,128.45,124.35,157.22,132.55,184.71,240.3,198.71,161.64,160.25
